Name,Description,Size,Host Key
SHBB,Solomon Mahlangu House B1,25,10054-15
CB246,Robert Sobukwe Building 2nd floor,25,10054-14
SH3120D,Solomon Mahlangu House 3rd floor,25,10054-13
CB41,Robert Sobukwe Building Ground floor,25,10054-12
SHBC,Solomon Mahlangu House B1,25,10054-11
SH2114,Solomon Mahlangu House 2nd floor,25,10054-10
FNB101,First National Bank Building,356,6676-3
CB38,Robert Sobukwe Building Ground floor,200,10133-1
CB38,Robert Sobukwe Building Ground floor,200,10133-2
CB246,Robert Sobukwe Building 2nd floor,30,10134-1
CB47,Robert Sobukwe Building Ground floor,30,10134-3
SH3124,Solomon Mahlangu House 3rd floor,30,10134-2
CB142,Robert Sobukwe Building 1st floor,200,10136-1
CB142,Robert Sobukwe Building 1st floor,200,10136-2
CB246,Robert Sobukwe Building 2nd floor,25,10141-3
CB41,Robert Sobukwe Building Ground floor,30,10141-1
FNB159,First National Bank Building,30,10141-2
FNB36,First National Bank Building,200,9371-2
FNB36,First National Bank Building,200,9371-1
CB127,Robert Sobukwe Building 1st floor,25,9372-5
CB226,Robert Sobukwe Building 2nd floor,25,9372-7
CB246,Robert Sobukwe Building 2nd floor,25,9372-6
CB41,Robert Sobukwe Building Ground floor,25,9372-8
CB41,Robert Sobukwe Building Ground floor,25,9372-2
CB47,Robert Sobukwe Building Ground floor,25,9372-3
CB223,Robert Sobukwe Building 2nd floor,25,9372-1
CB246,Robert Sobukwe Building 2nd floor,25,9372-4
CB38,Robert Sobukwe Building Ground floor,200,10993-2
CB38,Robert Sobukwe Building Ground floor,200,10993-1
CB246,Robert Sobukwe Building 2nd floor,25,10994-1
CB47,Robert Sobukwe Building Ground floor,25,#SPLUSCE2BC9
CB227,Robert Sobukwe Building 2nd floor,25,10994-3
CB129,Robert Sobukwe Building 1st floor,25,#SPLUSCE2BCB
CB246,Robert Sobukwe Building 2nd floor,25,10994-2
CB142,Robert Sobukwe Building 1st floor,210,6682-1
SH2114,Solomon Mahlangu House 2nd floor,25,7799-3
CB246,Robert Sobukwe Building 2nd floor,25,7799-2
CB142,Robert Sobukwe Building 1st floor,210,6683-2
CB142,Robert Sobukwe Building 1st floor,210,6683-1
CB246,Robert Sobukwe Building 2nd floor,25,7801-3
CB246,Robert Sobukwe Building 2nd floor,25,7801-4
CB38,Robert Sobukwe Building Ground floor,210,8609-1
SH2114,Solomon Mahlangu House 2nd floor,25,8610-1
SH2114,Solomon Mahlangu House 2nd floor,25,8610-5
CB246,Robert Sobukwe Building 2nd floor,25,9375-1
CB41,Robert Sobukwe Building Ground floor,25,9375-2
CB38,Robert Sobukwe Building Ground floor,210,10089-3
CB226,Robert Sobukwe Building 2nd floor,25,10090-10
G202,Geo Sciences Building,25,10090-13
SH3120A,Solomon Mahlangu House 3rd floor,25,10090-7
SH3105,Solomon Mahlangu House 3rd floor,25,10090-4
SH3103,Solomon Mahlangu House 3rd floor,25,10090-1
SHBB,Solomon Mahlangu House B1,25,10090-12
SH3120D,Solomon Mahlangu House 3rd floor,25,10090-15
CB223,Robert Sobukwe Building 2nd floor,25,10090-9
SHBC,Solomon Mahlangu House B1,25,10090-6
SH3124,Solomon Mahlangu House 3rd floor,25,10090-2
U4,Umthombo Building,40,10835-2
C9,Humphrey Raikes Building,300,10829-1
FNB101,First National Bank Building,300,10828-2
C9,Humphrey Raikes Building,300,10828-1
OLS7,Oppenheimer Life Sciences,40,10833-3
OLS8,Oppenheimer Life Sciences,40,10833-6
OLS5,Oppenheimer Life Sciences,40,10833-5
OLS6,Oppenheimer Life Sciences,40,10833-2
OLS9,Oppenheimer Life Sciences,40,10833-1
OLS2,Oppenheimer Life Sciences,200,10817-1
OLS2,Oppenheimer Life Sciences,200,10815-1
OLS2,Oppenheimer Life Sciences,200,10815-2
U1,Umthombo Building,250,10838-1
U1,Umthombo Building,250,10836-2
U1,Umthombo Building,250,10836-1
U1,Umthombo Building,250,10837-1
OLS7,Oppenheimer Life Sciences,30,10839-1
OLS6,Oppenheimer Life Sciences,30,10839-2
OLS9,Oppenheimer Life Sciences,30,10839-4
OLS5,Oppenheimer Life Sciences,30,10839-6
OLS8,Oppenheimer Life Sciences,30,10839-5
U4,Umthombo Building,30,10839-3
WSS3,Wits Science Stadium,250,6795-8
SH6,Solomon Mahlangu House Ground floor,350,6795-1
WSS5,Wits Science Stadium,250,6795-7
SH6,Solomon Mahlangu House Ground floor,350,6795-4
SH6,Solomon Mahlangu House Ground floor,350,6795-2
SH6,Solomon Mahlangu House Ground floor,350,6795-3
SH6,Solomon Mahlangu House Ground floor,350,6796-2
SH6,Solomon Mahlangu House Ground floor,350,6796-3
SH6,Solomon Mahlangu House Ground floor,350,6796-4
U2,Umthombo Building,150,6799-2
U2,Umthombo Building,150,6799-1
U3,Umthombo Building,150,6799-3
U2,Umthombo Building,150,6799-4
SHB5,Solomon Mahlangu House B1,350,6800-5
SHB5,Solomon Mahlangu House B1,350,6800-4
SHB5,Solomon Mahlangu House B1,350,6800-2
SHB5,Solomon Mahlangu House B1,350,6800-3
OLS7,Oppenheimer Life Sciences,50,7906-25
OLS6,Oppenheimer Life Sciences,50,7906-21
OLS8,Oppenheimer Life Sciences,50,7906-17
U4,Umthombo Building,50,7906-13
OLS5,Oppenheimer Life Sciences,50,7906-9
OLS7,Oppenheimer Life Sciences,50,7906-5
OLS6,Oppenheimer Life Sciences,50,7906-4
OLS5,Oppenheimer Life Sciences,50,7906-3
OLS8,Oppenheimer Life Sciences,50,7906-2
U4,Umthombo Building,50,7906-1
OLS8,Oppenheimer Life Sciences,50,7906-24
OLS6,Oppenheimer Life Sciences,50,7906-20
OLS5,Oppenheimer Life Sciences,50,7906-16
OLS7,Oppenheimer Life Sciences,50,7906-12
U4,Umthombo Building,50,7906-8
OLS8,Oppenheimer Life Sciences,50,7906-22
OLS6,Oppenheimer Life Sciences,50,7906-18
OLS7,Oppenheimer Life Sciences,50,7906-14
U5,Umthombo Building,50,7906-10
U4,Umthombo Building,50,7906-6
GH403,Gate House Building,50,7906-23
OLS6,Oppenheimer Life Sciences,50,7906-19
OLS7,Oppenheimer Life Sciences,50,7906-15
OLS5,Oppenheimer Life Sciences,50,7906-11
OLS8,Oppenheimer Life Sciences,50,7906-7
U1,Umthombo Building,250,6801-4
U1,Umthombo Building,250,6801-1
OLS2,Oppenheimer Life Sciences,200,6801-2
OLS2,Oppenheimer Life Sciences,200,6801-3
SHB5,Solomon Mahlangu House B1,350,6807-2
SHB5,Solomon Mahlangu House B1,350,6807-1
SHB5,Solomon Mahlangu House B1,350,6807-3
SHB5,Solomon Mahlangu House B1,350,6807-4
SHB5,Solomon Mahlangu House B1,350,6808-1
SHB5,Solomon Mahlangu House B1,350,6808-2
SHB5,Solomon Mahlangu House B1,350,6808-4
SHB5,Solomon Mahlangu House B1,350,6808-3
U10,Umthombo Building,250,6810-1
U10,Umthombo Building,250,6810-4
U10,Umthombo Building,250,6810-3
U10,Umthombo Building,250,6810-2
U3,Umthombo Building,150,6811-4
U3,Umthombo Building,150,6811-1
U3,Umthombo Building,150,6811-3
OLS3,Oppenheimer Life Sciences,150,6811-2
OLS2,Oppenheimer Life Sciences,150,6812-3
OLS2,Oppenheimer Life Sciences,170,6812-4
U11,Umthombo Building,170,6812-2
U11,Umthombo Building,170,6812-1
U2,Umthombo Building,140,6813-1
U2,Umthombo Building,140,6813-4
U2,Umthombo Building,140,6813-3
CB117,Robert Sobukwe Building 1st floor,120,6813-2
U3,Umthombo Building,150,6814-2
U3,Umthombo Building,150,6814-3
U3,Umthombo Building,150,6814-1
C312,Humphrey Raikes Building,120,6814-4
U3,Umthombo Building,150,6815-3
U3,Umthombo Building,150,6815-4
U3,Umthombo Building,150,6815-2
U11,Umthombo Building,150,6815-1
U3,Umthombo Building,130,6816-2
U3,Umthombo Building,130,6816-3
U3,Umthombo Building,130,6816-1
SHB1,Solomon Mahlangu House B1,120,6816-4
U11,Umthombo Building,187,6817-1
U11,Umthombo Building,187,6817-2
U11,Umthombo Building,187,6817-3
B111,Biology Building,150,6817-4
U10,Umthombo Building,210,6818-4
U10,Umthombo Building,210,6818-1
U10,Umthombo Building,210,6818-3
U10,Umthombo Building,210,6818-2
U10,Umthombo Building,140,6819-4
U10,Umthombo Building,140,6819-1
U10,Umthombo Building,140,6819-3
U10,Umthombo Building,140,6819-2
"U11,U2","Umthombo Building,Umthombo Building",150,6820-4
"U11,U2","Umthombo Building,Umthombo Building",150,6820-1
U2,Umthombo Building,150,6820-3
"OLS3,U11","Oppenheimer Life Sciences,Umthombo Building",150,6820-2
U10,Umthombo Building,200,7907-3
U10,Umthombo Building,200,7907-4
U10,Umthombo Building,200,7907-2
U10,Umthombo Building,200,7907-1
SHB3,Solomon Mahlangu House B1,120,10890-1
SHB3,Solomon Mahlangu House B1,120,10889-1
CB117,Robert Sobukwe Building 1st floor,120,10885-1
CB117,Robert Sobukwe Building 1st floor,120,10884-1
WSS4,Wits Science Stadium,50,6972-3
WSS5,Wits Science Stadium,50,6972-2
OLS1,Oppenheimer Life Sciences,50,6972-1
SH3120A,Solomon Mahlangu House 3rd floor,40,8022-1
WSS5,Wits Science Stadium,210,6973-4
WSS5,Wits Science Stadium,210,6973-6
WSS5,Wits Science Stadium,210,6973-5
A1,John Moffat Building,210,6973-3
OLS3,Oppenheimer Life Sciences,180,8542-1
CB38,Robert Sobukwe Building Ground floor,180,8542-2
SH6,Solomon Mahlangu House Ground floor,200,10006-2
SH6,Solomon Mahlangu House Ground floor,200,10006-1
SHBC,Solomon Mahlangu House B1,30,8543-5
SHBB,Solomon Mahlangu House B1,30,8543-4
SH3104,Solomon Mahlangu House 3rd floor,30,8543-3
SH3105,Solomon Mahlangu House 3rd floor,30,8543-2
SH3120D,Solomon Mahlangu House 3rd floor,30,8543-8
SH3103,Solomon Mahlangu House 3rd floor,30,8543-7
SH3120A,Solomon Mahlangu House 3rd floor,30,8543-6
SH3124,Solomon Mahlangu House 3rd floor,30,8543-1
SHBB,Solomon Mahlangu House B1,30,7969-8
G202,Geo Sciences Building,30,7969-7
SH3105,Solomon Mahlangu House 3rd floor,30,7969-6
SHBC,Solomon Mahlangu House B1,30,7969-5
SH3104,Solomon Mahlangu House 3rd floor,30,7969-4
SH3120A,Solomon Mahlangu House 3rd floor,30,7969-3
SH3120D,Solomon Mahlangu House 3rd floor,30,7969-2
SH3124,Solomon Mahlangu House 3rd floor,30,7969-1
SHB5,Solomon Mahlangu House B1,300,8544-1
SHB5,Solomon Mahlangu House B1,300,8544-2
SHB5,Solomon Mahlangu House B1,240,6986-2
SH6,Solomon Mahlangu House Ground floor,240,6986-3
SH3120D,Solomon Mahlangu House 3rd floor,30,8545-8
SH3105,Solomon Mahlangu House 3rd floor,30,8545-7
SHBB,Solomon Mahlangu House B1,30,8545-6
SHBC,Solomon Mahlangu House B1,30,8545-5
SH3103,Solomon Mahlangu House 3rd floor,30,8545-4
SH3120A,Solomon Mahlangu House 3rd floor,30,8545-3
SH3104,Solomon Mahlangu House 3rd floor,30,8545-2
SH3124,Solomon Mahlangu House 3rd floor,30,8545-1
SH3120A,Solomon Mahlangu House 3rd floor,30,7970-8
SH3104,Solomon Mahlangu House 3rd floor,30,7970-7
SH2115,Solomon Mahlangu House 2nd floor,25,7970-6
SH3105,Solomon Mahlangu House 3rd floor,30,7970-5
SH3120D,Solomon Mahlangu House 3rd floor,30,7970-4
SHBC,Solomon Mahlangu House B1,30,7970-3
SHBB,Solomon Mahlangu House B1,30,7970-2
SH3124,Solomon Mahlangu House 3rd floor,30,7970-1
C9,Humphrey Raikes Building,300,6987-2
C9,Humphrey Raikes Building,300,6987-3
CB230,Robert Sobukwe Building 2nd floor,30,7971-6
CB253,Robert Sobukwe Building 2nd floor,30,7971-5
CB149,Robert Sobukwe Building 1st floor,30,7971-4
CB228,Robert Sobukwe Building 2nd floor,30,7971-3
CB128,Robert Sobukwe Building 1st floor,30,7971-2
CB256,Robert Sobukwe Building 2nd floor,30,7971-1
C9,Humphrey Raikes Building,250,6988-2
C9,Humphrey Raikes Building,300,6988-3
CB227,Robert Sobukwe Building 2nd floor,30,7972-6
CB41,Robert Sobukwe Building Ground floor,30,7972-5
CB256,Robert Sobukwe Building 2nd floor,30,7972-4
CB47,Robert Sobukwe Building Ground floor,30,7972-3
CB253,Robert Sobukwe Building 2nd floor,30,7972-2
CB246,Robert Sobukwe Building 2nd floor,30,7972-1
SHB3,Solomon Mahlangu House B1,50,11385-1
SHB3,Solomon Mahlangu House B1,50,11385-4
SHB3,Solomon Mahlangu House B1,50,11385-2
SHB3,Solomon Mahlangu House B1,50,11385-3
SHB3,Solomon Mahlangu House B1,50,11386-1
SHB3,Solomon Mahlangu House B1,50,11386-4
SHB3,Solomon Mahlangu House B1,50,11386-2
SHB3,Solomon Mahlangu House B1,50,11386-3
SHB1,Solomon Mahlangu House B1,50,10007-1
SHB1,Solomon Mahlangu House B1,50,10007-4
SHB1,Solomon Mahlangu House B1,50,10007-2
SHB1,Solomon Mahlangu House B1,50,10007-3
SHB2,Solomon Mahlangu House B1,50,10985-1
SHB2,Solomon Mahlangu House B1,50,10985-4
SHB4,Solomon Mahlangu House B1,50,10985-2
SHB2,Solomon Mahlangu House B1,50,10985-3
SHB1,Solomon Mahlangu House B1,50,10986-1
SHB1,Solomon Mahlangu House B1,50,10986-4
SHB1,Solomon Mahlangu House B1,50,10986-2
SHB1,Solomon Mahlangu House B1,50,10986-3
SHB2,Solomon Mahlangu House B1,50,6990-1
SHB2,Solomon Mahlangu House B1,50,6990-4
SHB4,Solomon Mahlangu House B1,50,6990-2
SHB2,Solomon Mahlangu House B1,50,6990-3
SHB2,Solomon Mahlangu House B1,50,10123-1
SHB2,Solomon Mahlangu House B1,50,10123-4
SHB3,Solomon Mahlangu House B1,50,10123-2
SHB1,Solomon Mahlangu House B1,50,10123-3
CB117,Robert Sobukwe Building 1st floor,50,8603-4
SHB1,Solomon Mahlangu House B1,50,8603-3
CB117,Robert Sobukwe Building 1st floor,50,8603-1
SHB2,Solomon Mahlangu House B1,50,8603-2
SHB2,Solomon Mahlangu House B1,50,8633-1
SHB2,Solomon Mahlangu House B1,50,8633-4
SHB4,Solomon Mahlangu House B1,50,8633-2
SHB2,Solomon Mahlangu House B1,50,8633-3
SHB3,Solomon Mahlangu House B1,50,10009-1
SHB3,Solomon Mahlangu House B1,50,10009-4
SHB4,Solomon Mahlangu House B1,50,10009-2
CB241,Robert Sobukwe Building 2nd floor,200,7021-4
CB241,Robert Sobukwe Building 2nd floor,200,7021-2
CB241,Robert Sobukwe Building 2nd floor,200,7021-3
CB149,Robert Sobukwe Building 1st floor,25,8024-1
SH6,Solomon Mahlangu House Ground floor,356,7022-2
SH6,Solomon Mahlangu House Ground floor,356,7022-3
SH6,Solomon Mahlangu House Ground floor,356,7022-1
CB127,Robert Sobukwe Building 1st floor,25,7023-2
SH6,Solomon Mahlangu House Ground floor,356,7024-2
SH6,Solomon Mahlangu House Ground floor,356,7024-3
SH6,Solomon Mahlangu House Ground floor,356,7024-1
CB230,Robert Sobukwe Building 2nd floor,25,7025-3
CB149,Robert Sobukwe Building 1st floor,25,7025-2
CB241,Robert Sobukwe Building 2nd floor,210,9987-1
CB241,Robert Sobukwe Building 2nd floor,210,10355-2
CB241,Robert Sobukwe Building 2nd floor,210,10355-1
CB241,Robert Sobukwe Building 2nd floor,210,10355-3
CB241,Robert Sobukwe Building 2nd floor,210,10355-4
CB216A,Robert Sobukwe Building 2nd floor,25,11195-1
SH3104,Solomon Mahlangu House 3rd floor,25,11195-2
SHBB,Solomon Mahlangu House B1,25,11195-3
RW5,Richard Ward Building,25,#SPLUSA9466C
CB223,Robert Sobukwe Building 2nd floor,25,11194-2
SH3103,Solomon Mahlangu House 3rd floor,25,11194-1
CB216A,Robert Sobukwe Building 2nd floor,25,#SPLUSA9466E
SH2115,Solomon Mahlangu House 2nd floor,25,#SPLUSA94670
SH2116,Solomon Mahlangu House 2nd Floor,25,#SPLUSA94672
CB216A,Robert Sobukwe Building 2nd floor,25,11270-2
CB216A,Robert Sobukwe Building 2nd floor,25,11270-1
GHLG2,Gate House Building,80,7026-1
A2,John Moffat Building,80,7026-3
SHB2,Solomon Mahlangu House B1,104,9377-2
SHB2,Solomon Mahlangu House B1,104,9377-1
SH3120D,Solomon Mahlangu House 3rd floor,25,9376-2
SH2115,Solomon Mahlangu House 2nd floor,25,9376-1
OLS2,Oppenheimer Life Sciences,200,7027-2
OLS2,Oppenheimer Life Sciences,200,7027-1
SH3124,Solomon Mahlangu House 3rd floor,30,7896-1
CB41,Robert Sobukwe Building Ground floor,30,9404-1
GH600,Gate House Building,50,7032-1
SH2114,Solomon Mahlangu House 2nd floor,25,7033-2
SHB1,Solomon Mahlangu House B1,100,7035-1
SHBA,Solomon Mahlangu House B1,20,7901-1
CB216A,Robert Sobukwe Building 2nd floor,20,7901-2
P216,Physics Building,50,7036-1
CB47,Robert Sobukwe Building Ground floor,25,11197-1
FNB150,First National Bank Building,25,7897-1
SH3103,Solomon Mahlangu House 3rd floor,25,11269-1
WSS202,Wits Science Stadium,25,#SPLUSE579BB
SHB1,Solomon Mahlangu House B1,50,7037-1
SH3113,Solomon Mahlangu House 3rd floor,50,7038-1
SH3113,Solomon Mahlangu House 3rd floor,60,7039-2
FNB40,First National Bank Building,25,9988-1
SHBA,Solomon Mahlangu House B1,30,7898-14
SH3118,Solomon Mahlangu House 3rd floor,60,7898-15
CB129,Robert Sobukwe Building 1st floor,35,7040-1
SH2143,Solomon Mahlangu House 2nd floor,25,10124-6
CB253,Robert Sobukwe Building 2nd floor,25,11198-1
CB231,Robert Sobukwe Building 2nd floor,20,#SPLUSE57B15
SH3113,Solomon Mahlangu House 3rd floor,25,7899-8
SHB2,Solomon Mahlangu House B1,50,7049-2
SHB2,Solomon Mahlangu House B1,50,7049-1
SH3123 PG Room,Solomon Mahlangu House 3rd floor,25,10040-1
SH3123 PG Room,Solomon Mahlangu House 3rd floor,25,10040-2
SH3123 PG Room,Solomon Mahlangu House 3rd floor,25,10022-1
SH3123 PG Room,Solomon Mahlangu House 3rd floor,25,7052-1
SH3123 PG Room,Solomon Mahlangu House 3rd floor,25,7052-2
SH3123 PG Room,Solomon Mahlangu House 3rd floor,25,11373-1
SH3123 PG Room,Solomon Mahlangu House 3rd floor,25,7060-1
SH3123 PG Room,Solomon Mahlangu House 3rd floor,25,7060-2
SH3123 PG Room,Solomon Mahlangu House 3rd floor,25,7061-1
SH3123 PG Room,Solomon Mahlangu House 3rd floor,25,7064-1
SH3123 PG Room,Solomon Mahlangu House 3rd floor,25,8110-1
WB2,Wartenweiler Library Basement,100,7809-1
WB2,Wartenweiler Library Basement,100,7809-2
WB2,Wartenweiler Library Basement,100,7115-1
WB2,Wartenweiler Library Basement,100,7115-2
RW5,Richard Ward Building,100,9918-1
CB128,Robert Sobukwe Building 1st floor,100,7117-1
CB128,Robert Sobukwe Building 1st floor,100,7117-2
CB128,Robert Sobukwe Building 1st floor,100,7118-2
CB128,Robert Sobukwe Building 1st floor,100,7118-3
G101,Geo Sciences Building,50,10808-1
C312,Humphrey Raikes Building,100,7120-2
C312,Humphrey Raikes Building,100,7120-3
C312,Humphrey Raikes Building,80,7121-1
C312,Humphrey Raikes Building,80,7121-2
RW5,Richard Ward Building,70,10809-1
SHB3,Solomon Mahlangu House B1,75,1151-1
OLS3,Oppenheimer Life Sciences,50,1151-2
GHLG2,Gate House Building,70,1153-1
GHLG2,Gate House Building,70,9221-2
OLS7,Oppenheimer Life Sciences,60,#SPLUSF1C6D0
G201,Geo Sciences Building,70,#SPLUSD58E5E
OLS7,Oppenheimer Life Sciences,60,10957-1
SH3123 PG Room,Solomon Mahlangu House 3rd floor,25,10687-1
A3,John Moffat Building,40,7210-2
A3,John Moffat Building,40,7210-3
A3,John Moffat Building,40,7210-1
WSS4,Wits Science Stadium,300,7257-2
WSS4,Wits Science Stadium,300,7257-3
NCB1,New Commerce Building,300,7257-1
WSS5,Wits Science Stadium,300,7264-3
WSS5,Wits Science Stadium,300,7264-1
WSS5,Wits Science Stadium,300,7264-2
C9,Humphrey Raikes Building,300,7263-1
FNB101,First National Bank Building,300,7262-2
FNB102,First National Bank Building,300,7262-1
FNBGA,First National Bank Building,140,7261-1
FNBGA,First National Bank Building,140,7260-1
FNB148,First National Bank Building,60,7259-1
FNBGA,First National Bank Building,140,7258-1
NCB2,New Commerce Building,220,7265-1
NCB2,New Commerce Building,220,7265-3
NCB2,New Commerce Building,220,7265-2
NCB143,New Commerce Building,40,7610-6
NCB144,New Commerce Building,40,7610-5
NCB149,New Commerce Building,40,7610-4
NCB148,New Commerce Building,40,7610-3
NCB150,New Commerce Building,40,7610-2
NCB2,New Commerce Building,225,7266-1
NCB2,New Commerce Building,225,7266-3
NCB2,New Commerce Building,225,7266-2
NCB144,New Commerce Building,40,7611-5
WSS101 (Bateman Room),Wits Science Stadium,40,7611-1
NCB2,New Commerce Building,250,7267-2
FNB37,First National Bank Building,160,7267-3
WSS5,Wits Science Stadium,200,7267-1
OGS1,Old Grand Stand Building,40,7268-1
FNB47,First National Bank Building,200,7270-2
FNB47,First National Bank Building,200,7270-3
FNB47,First National Bank Building,200,7270-1
FNB37,First National Bank Building,160,7272-3
FNB37,First National Bank Building,160,7272-4
FNB37,First National Bank Building,160,7272-2
FNB37,First National Bank Building,160,7272-1
FNB149,First National Bank Building,50,7613-4
FNB157,First National Bank Building,30,7613-3
FNB148,First National Bank Building,80,7613-2
FNB37,First National Bank Building,150,7273-2
FNB35,First National Bank Building,150,7273-1
CLM102,CLM Building,120,7273-3
CLM102,CLM Building,120,7273-4
RW4,Richard Ward Building,30,7612-3
FNBBA,First National Bank Building,30,7612-2
FNB148,First National Bank Building,80,7612-1
FNB33,First National Bank Building,200,11364-1
FNB33,First National Bank Building,200,11364-2
FNBBA,First National Bank Building,140,9859-1
OGS1,Old Grand Stand Building,100,7274-3
OGS4,Old Grand Stand Building,100,7274-4
RW5,Richard Ward Building,100,9858-1
G201,Geo Sciences Building,100,7275-1
OGS2,Old Grand Stand Building,30,#SPLUSC36722
OGS3,Old Grand Stand Building,30,#SPLUSC36724
OGS1,Old Grand Stand Building,100,7274-2
OGS4,Old Grand Stand Building,100,7274-1
OGS1,Old Grand Stand Building,110,7280-4
OGS1,Old Grand Stand Building,110,7280-2
CLM102,CLM Building,100,7280-5
OGS4,Old Grand Stand Building,110,7280-1
WSS203,Wits Science Stadium,30,7281-2
OGS2,Old Grand Stand Building,30,7281-1
FNB5,First National Bank Building,130,9559-1
FNB121,First National Bank Building,30,#SPLUSE57B21
FNB123,First National Bank Building,30,#SPLUSE57B2B
FNB125,First National Bank Building,30,#SPLUSE57B2D
FNB5,First National Bank Building,40,#SPLUS346C21
FNB35,First National Bank Building,30,#SPLUS346D02
FNB36,First National Bank Building,40,#SPLUS346C48
FNB5,First National Bank Building,40,#SPLUS346BC5
FNB5,First National Bank Building,40,#SPLUS346BC7
FNB35,First National Bank Building,40,#SPLUS346C4A
FNB37,First National Bank Building,40,#SPLUS346B93
CLM38,CLM Building,30,#SPLUS346B95
FNB36,First National Bank Building,30,#SPLUS346CAE
FNB101,First National Bank Building,40,#SPLUS346C4C
FNB150,First National Bank Building,20,#SPLUS346C4E
FNB149,First National Bank Building,40,#SPLUS346BC9
FNB47,First National Bank Building,40,#SPLUS346BCB
FNBGA,First National Bank Building,40,#SPLUS575638
FNB45,First National Bank Building,40,#SPLUS346BCD
FNB113,First National Bank Building,40,#SPLUS575635
FNBBA,First National Bank Building,30,#SPLUS346D0B
NCB1,New Commerce Building,30,#SPLUS346D0E
NCB2,New Commerce Building,30,#SPLUS346CB1
FNB36,First National Bank Building,40,#SPLUS346BCF
FNB37,First National Bank Building,40,#SPLUS346BD5
NCB2,New Commerce Building,40,#SPLUS346B97
NCB2,New Commerce Building,40,#SPLUS346B99
FNB36,First National Bank Building,40,#SPLUS346BD1
FNB37,First National Bank Building,40,#SPLUS346C54
FNB37,First National Bank Building,40,#SPLUS346BD3
FNB37,First National Bank Building,40,#SPLUS346C66
WSS3,Wits Science Stadium,40,#SPLUS346B9B
WSS3,Wits Science Stadium,40,#SPLUS346B9D
NCB4,New Commerce Building,40,#SPLUS346BD7
NCB149,New Commerce Building,40,#SPLUS346C52
NCB151,New Commerce Building,30,#SPLUS346B9F
FNB37,First National Bank Building,30,#SPLUS346CB6
LB143,Law Building,30,#SPLUS346CB8
LB143,Law Building,30,#SPLUS346CBA
LB143,Law Building,30,#SPLUS346CBC
LB143,Law Building,30,#SPLUS346CBE
FNB101,First National Bank Building,30,#SPLUS346BA1
FNB101,First National Bank Building,30,#SPLUS346BA3
CM2,CoM Building,100,#SPLUS346DF6
OGS1,Old Grand Stand Building,80,#SPLUS83EA8C
NCB151,New Commerce Building,40,#SPLUS346D84
OGS1,Old Grand Stand Building,40,#SPLUS346D6C
CM5,CoM Building,40,#SPLUS346D67
CM2,CoM Building,40,#SPLUS346D81
CM5,CoM Building,40,#SPLUS346D46
FNB150,First National Bank Building,20,#SPLUS346D39
NCB143,New Commerce Building,40,#SPLUS346D78
NCB4,New Commerce Building,40,#SPLUS346D32
FNB132,First National Bank Building,40,#SPLUS346D7D
NCB151,New Commerce Building,30,#SPLUS346D9B
FNB157,First National Bank Building,30,#SPLUS346D86
FNBGA,First National Bank Building,30,#SPLUS346DAB
FNB36,First National Bank Building,30,#SPLUS346DA8
FNB33,First National Bank Building,40,#SPLUS346D28
CLM38,CLM Building,40,#SPLUS346D48
FNB47,First National Bank Building,40,#SPLUS346D3B
WSS2,Wits Science Stadium,40,#SPLUS346D62
CM4,CoM Building,40,#SPLUS346D56
FNB113,First National Bank Building,40,#SPLUS346D3D
FNB47,First National Bank Building,30,#SPLUS346D98
CM4,CoM Building,30,#SPLUS346D96
WSS101 (Bateman Room),Wits Science Stadium,40,#SPLUS346D64
NCB148,New Commerce Building,30,#SPLUS346DAF
WSS1,Wits Science Stadium,30,#SPLUS346DC9
NCB1,New Commerce Building,30,#SPLUS346DE9
NCB148,New Commerce Building,30,#SPLUS346DEB
CM1,CoM Building,30,#SPLUS346DCC
WSS4,Wits Science Stadium,30,#SPLUS346DED
NCB2,New Commerce Building,30,#SPLUS346DD8
FNB148,First National Bank Building,30,#SPLUS346DDA
WSS3,Wits Science Stadium,30,#SPLUS346DDD
WSS4,Wits Science Stadium,30,#SPLUS346DDF
NCB148,New Commerce Building,30,#SPLUS346DE1
WSS104 (Esorfranki Room),Wits Science Stadium,30,#SPLUS346DE3
FNB47,First National Bank Building,30,#SPLUS346DE7
FNB148,First National Bank Building,30,#SPLUS346DE5
NCB3,New Commerce Building,40,#SPLUS346BD9
NCB3,New Commerce Building,40,#SPLUS346BE8
NCB1,New Commerce Building,40,#SPLUS346BEB
NCB2,New Commerce Building,40,#SPLUS7D3402
NCB2,New Commerce Building,40,#SPLUS346BF0
OGS1,Old Grand Stand Building,30,#SPLUS346BA5
NCB4,New Commerce Building,30,#SPLUS346CC1
NCB4,New Commerce Building,30,#SPLUS346CC8
NCB3,New Commerce Building,40,#SPLUS346C68
NCB150,New Commerce Building,30,#SPLUS346D22
NCB3,New Commerce Building,30,#SPLUS346D10
NCB149,New Commerce Building,30,#SPLUS346BA9
NCB149,New Commerce Building,30,#SPLUS346BA7
CM2,CoM Building,100,#SPLUS346DF4
FNB33,First National Bank Building,30,#SPLUS346CD0
FNB33,First National Bank Building,30,#SPLUS346CCE
WSS102,Wits Science Stadium,30,#SPLUS346C77
WSS102,Wits Science Stadium,30,#SPLUS346C79
LB144,Law Building,40,#SPLUS346BF2
LB144,Law Building,40,#SPLUS346BF4
LB144,Law Building,40,#SPLUS346BF6
LB144,Law Building,40,#SPLUS346BF8
